---> Interogare meniu Clienti, 2023-06-04 21:20:57.679
Afisare Clienti din baza de date, 2023-06-04 21:20:59.597
Cautare Client dupa ID, 2023-06-04 21:21:03.931
Afisare Clienti din baza de date, 2023-06-04 21:21:05.646
Inserare Client in baza de date, 2023-06-04 21:21:21.768
Cautare Client dupa ID, 2023-06-04 21:21:23.878
Afisare Clienti din baza de date, 2023-06-04 21:21:25.916
Inserare Client in baza de date, 2023-06-04 21:22:06.828
Afisare Clienti din baza de date, 2023-06-04 21:22:08.33
Modificare Client in baza de date, 2023-06-04 21:22:19.304
Afisare Clienti din baza de date, 2023-06-04 21:22:19.997
Stergere Client din baza de date, 2023-06-04 21:22:44.676
Afisare Clienti din baza de date, 2023-06-04 21:22:46.031
---> Interogare meniu Clienti, 2023-06-04 21:26:31.324
Afisare Clienti din baza de date, 2023-06-04 21:26:43.585
---> Interogare meniu Clienti, 2023-06-04 21:27:08.708
Afisare Clienti din baza de date, 2023-06-04 21:27:09.758
---> Interogare meniu Personal Traineri, 2023-06-04 22:25:00.022
Inserare Personal Trainer in baza de date, 2023-06-04 22:25:16.881
Afisare Personal Trainers, 2023-06-04 22:25:18.331
Cautare Personal Trainer dupa ID, 2023-06-04 22:25:28.518
---> Interogare meniu Personal Traineri, 2023-06-04 22:27:31.545
---> Interogare meniu Personal Traineri, 2023-06-04 22:35:10.577
---> Interogare meniu Personal Traineri, 2023-06-04 22:36:30.471
---> Interogare meniu Clienti, 2023-06-04 22:40:40.93
Afisare Clienti din baza de date, 2023-06-04 22:40:42.101
Stergere Client din baza de date, 2023-06-04 22:40:48.723
Afisare Clienti din baza de date, 2023-06-04 22:40:50.445
Cautare Client dupa ID, 2023-06-04 22:40:54.781
Cautare Client dupa ID, 2023-06-04 22:40:56.609
Inserare Client in baza de date, 2023-06-04 22:41:07.476
Afisare Clienti din baza de date, 2023-06-04 22:41:09.17
---> Interogare meniu Personal Traineri, 2023-06-04 22:41:27.669
Inserare Personal Trainer in baza de date, 2023-06-04 22:41:48.512
Afisare Personal Trainers, 2023-06-04 22:41:50.034
Modificare Personal Trainer in baza de date, 2023-06-04 22:42:04.748
Afisare Personal Trainers, 2023-06-04 22:42:06.167
Cautare Personal Trainer dupa ID, 2023-06-04 22:42:13.168
Stergere Client din baza de date, 2023-06-04 22:42:15.958
---> Interogare meniu Clienti, 2023-06-04 22:45:42.358
Cautare Client dupa ID, 2023-06-04 22:45:43.437
Afisare Clienti din baza de date, 2023-06-04 22:45:45.895
---> Interogare meniu Clienti, 2023-06-04 22:47:01.911
Afisare Clienti din baza de date, 2023-06-04 22:47:04.074
Inserare Client in baza de date, 2023-06-04 22:47:15.936
Afisare Clienti din baza de date, 2023-06-04 22:47:17.438
Modificare Client in baza de date, 2023-06-04 22:47:25.927
Afisare Clienti din baza de date, 2023-06-04 22:47:26.79
---> Interogare meniu Personal Traineri, 2023-06-04 22:47:30.166
Inserare Personal Trainer in baza de date, 2023-06-04 22:47:40.237
Afisare Personal Trainers, 2023-06-04 22:47:41.866
Cautare Personal Trainer dupa ID, 2023-06-04 22:47:51.101
Afisare Personal Trainers, 2023-06-04 22:47:54.563
Inserare Personal Trainer in baza de date, 2023-06-04 22:48:06.003
Afisare Personal Trainers, 2023-06-04 22:48:07.599
---> Interogare meniu Personal Traineri, 2023-06-04 22:50:09.267
Afisare Personal Trainers, 2023-06-04 22:50:12.973
Inserare Personal Trainer in baza de date, 2023-06-04 22:50:27.366
Afisare Personal Trainers, 2023-06-04 22:50:28.648
Inserare Personal Trainer in baza de date, 2023-06-04 22:50:44.746
Afisare Personal Trainers, 2023-06-04 22:50:46.46
Modificare Personal Trainer in baza de date, 2023-06-04 22:51:00.69
Afisare Personal Trainers, 2023-06-04 22:51:02.165
Stergere Personal Trainer din baza de date, 2023-06-04 22:51:05.078
---> Interogare meniu Personal Traineri, 2023-06-04 22:52:15.126
Inserare Personal Trainer in baza de date, 2023-06-04 22:52:24.764
Afisare Personal Trainers, 2023-06-04 22:52:26.059
Inserare Personal Trainer in baza de date, 2023-06-04 22:52:35.516
Afisare Personal Trainers, 2023-06-04 22:52:37.7
Inchidere aplicatie, 2023-06-04 22:52:41.108
---> Interogare meniu Personal Traineri, 2023-06-04 22:53:11.164
Stergere Personal Trainer din baza de date, 2023-06-04 22:53:16.055
Afisare Personal Trainers, 2023-06-04 22:53:17.327
Stergere Personal Trainer din baza de date, 2023-06-04 22:53:19.885
Stergere Personal Trainer din baza de date, 2023-06-04 22:53:22.391
Stergere Personal Trainer din baza de date, 2023-06-04 22:53:24.53
Afisare Personal Trainers, 2023-06-04 22:53:28.278
---> Interogare meniu Sali, 2023-06-05 00:17:52.27
---> Interogare meniu Sali, 2023-06-05 00:19:18.883
---> Interogare meniu Sali, 2023-06-05 00:30:04.016
---> Interogare meniu Sali, 2023-06-05 00:31:34.593
Inchidere aplicatie, 2023-06-05 00:42:18.849
---> Interogare meniu Sali, 2023-06-05 00:42:35.258
---> Interogare meniu Sali, 2023-06-05 00:45:47.595
Inserare sala de fitness in baza de date, 2023-06-05 00:46:00.554
Afisare Sali de fitness, 2023-06-05 00:46:01.8
Modificare sala de fitness in baza de date, 2023-06-05 00:46:07.019
Modificare sala de fitness in baza de date, 2023-06-05 00:46:12.151
Inchidere aplicatie, 2023-06-05 00:47:34.582
